## ap at Dchi2
8.000000000000000444e-01 6.999999999999999556e-01 1.288681870099999287e+02
8.000000000000000444e-01 7.275862068970000429e-01 1.251387768599997798e+02
8.000000000000000444e-01 7.551724137930000413e-01 1.201659714500001428e+02
8.000000000000000444e-01 7.827586206900000176e-01 1.146670080499998221e+02
8.000000000000000444e-01 8.103448275860000161e-01 1.089671191699999326e+02
8.000000000000000444e-01 8.379310344829999924e-01 1.031391010299998925e+02
8.000000000000000444e-01 8.655172413789999908e-01 9.730278210000005856e+01
8.000000000000000444e-01 8.931034482759999671e-01 9.178009981000013795e+01
8.000000000000000444e-01 9.206896551719999655e-01 8.695615786000007574e+01
8.000000000000000444e-01 9.482758620690000528e-01 8.304961853999975574e+01
8.000000000000000444e-01 9.758620689660000291e-01 8.001927497999986372e+01
8.000000000000000444e-01 1.003448275860000072e+00 7.764694026000006488e+01
8.000000000000000444e-01 1.031034482759999982e+00 7.567587827999977890e+01
8.000000000000000444e-01 1.058620689659999892e+00 7.388970461999997497e+01
8.000000000000000444e-01 1.086206896550000023e+00 7.212862564999977621e+01
8.000000000000000444e-01 1.113793103449999933e+00 7.028554718999976103e+01
8.000000000000000444e-01 1.141379310340000064e+00 6.830725157000006220e+01
8.000000000000000444e-01 1.168965517239999974e+00 6.619493206000015562e+01
8.000000000000000444e-01 1.196551724140000106e+00 6.400110652000012124e+01
8.000000000000000444e-01 1.224137931030000015e+00 6.181452508999973361e+01
8.000000000000000444e-01 1.251724137929999925e+00 5.973426347999975405e+01
8.000000000000000444e-01 1.279310344830000057e+00 5.784380723000003854e+01
8.000000000000000444e-01 1.306896551719999966e+00 5.619819926999980453e+01
8.000000000000000444e-01 1.334482758620000098e+00 5.482065298999987135e+01
8.000000000000000444e-01 1.362068965520000008e+00 5.371131736999996065e+01
8.000000000000000444e-01 1.389655172409999917e+00 5.285563363999972353e+01
8.000000000000000444e-01 1.417241379310000049e+00 5.223254304000010961e+01
8.000000000000000444e-01 1.444827586209999959e+00 5.181517884000004415e+01
8.000000000000000444e-01 1.472413793100000090e+00 5.157137649000014790e+01
8.000000000000000444e-01 1.500000000000000000e+00 5.146204846999989968e+01
8.555555555560000469e-01 6.999999999999999556e-01 1.183389630900001066e+02
8.555555555560000469e-01 7.275862068970000429e-01 1.133844494800000575e+02
8.555555555560000469e-01 7.551724137930000413e-01 1.069207222599998204e+02
8.555555555560000469e-01 7.827586206900000176e-01 9.981851200999972207e+01
8.555555555560000469e-01 8.103448275860000161e-01 9.251324445000000196e+01
8.555555555560000469e-01 8.379310344829999924e-01 8.517795812999975169e+01
8.555555555560000469e-01 8.655172413789999908e-01 7.804686278999997739e+01
8.555555555560000469e-01 8.931034482759999671e-01 7.154144377000011445e+01
8.555555555560000469e-01 9.206896551719999655e-01 6.609529850999979317e+01
8.555555555560000469e-01 9.482758620690000528e-01 6.191151709999985542e+01
8.555555555560000469e-01 9.758620689660000291e-01 5.889169291000007433e+01
8.555555555560000469e-01 1.003448275860000072e+00 5.674841104000006453e+01
8.555555555560000469e-01 1.031034482759999982e+00 5.516670939000005092e+01
8.555555555560000469e-01 1.058620689659999892e+00 5.388558776999980182e+01
8.555555555560000469e-01 1.086206896550000023e+00 5.271338069000012183e+01
8.555555555560000469e-01 1.113793103449999933e+00 5.152032552999980908e+01
8.555555555560000469e-01 1.141379310340000064e+00 5.023667161999992459e+01
8.555555555560000469e-01 1.168965517239999974e+00 4.884996362999982011e+01
8.555555555560000469e-01 1.196551724140000106e+00 4.740001860999973360e+01
8.555555555560000469e-01 1.224137931030000015e+00 4.595935706999989634e+01
8.555555555560000469e-01 1.251724137929999925e+00 4.461043461000008392e+01
8.555555555560000469e-01 1.279310344830000057e+00 4.342318960000011430e+01
8.555555555560000469e-01 1.306896551719999966e+00 4.244150794999995924e+01
8.555555555560000469e-01 1.334482758620000098e+00 4.168232224999974278e+01
8.555555555560000469e-01 1.362068965520000008e+00 4.114228081999999631e+01
8.555555555560000469e-01 1.389655172409999917e+00 4.080561765999982526e+01
8.555555555560000469e-01 1.417241379310000049e+00 4.065135323999993489e+01
8.555555555560000469e-01 1.444827586209999959e+00 4.065345509000007951e+01
8.555555555560000469e-01 1.472413793100000090e+00 4.078240598000002137e+01
8.555555555560000469e-01 1.500000000000000000e+00 4.100401746999978059e+01
9.111111111109999605e-01 6.999999999999999556e-01 1.001557091899999250e+02
9.111111111109999605e-01 7.275862068970000429e-01 9.374357138000004852e+01
9.111111111109999605e-01 7.551724137930000413e-01 8.578738534000012805e+01
9.111111111109999605e-01 7.827586206900000176e-01 7.732260601000007227e+01
9.111111111109999605e-01 8.103448275860000161e-01 6.887480111000013494e+01
9.111111111109999605e-01 8.379310344829999924e-01 6.068655037000007724e+01
9.111111111109999605e-01 8.655172413789999908e-01 5.306192400999998426e+01
9.111111111109999605e-01 8.931034482759999671e-01 4.646573644999989483e+01
9.111111111109999605e-01 9.206896551719999655e-01 4.131938585999978386e+01
9.111111111109999605e-01 9.482758620690000528e-01 3.775836836999997104e+01
9.111111111109999605e-01 9.758620689660000291e-01 3.559199054999999134e+01
9.111111111109999605e-01 1.003448275860000072e+00 3.444668562000015299e+01
9.111111111109999605e-01 1.031034482759999982e+00 3.393940637000014249e+01
9.111111111109999605e-01 1.058620689659999892e+00 3.376093155999978990e+01
9.111111111109999605e-01 1.086206896550000023e+00 3.368591731000014988e+01
9.111111111109999605e-01 1.113793103449999933e+00 3.356428600999970513e+01
9.111111111109999605e-01 1.141379310340000064e+00 3.331387244000006831e+01
9.111111111109999605e-01 1.168965517239999974e+00 3.291698069999984000e+01
9.111111111109999605e-01 1.196551724140000106e+00 3.240700096999989910e+01
9.111111111109999605e-01 1.224137931030000015e+00 3.185175213000002259e+01
9.111111111109999605e-01 1.251724137929999925e+00 3.132863026999984868e+01
9.111111111109999605e-01 1.279310344830000057e+00 3.090454048999981751e+01
9.111111111109999605e-01 1.306896551719999966e+00 3.062291425000012168e+01
9.111111111109999605e-01 1.334482758620000098e+00 3.050245906999998624e+01
9.111111111109999605e-01 1.362068965520000008e+00 3.054324335000001156e+01
9.111111111109999605e-01 1.389655172409999917e+00 3.073381394999978511e+01
9.111111111109999605e-01 1.417241379310000049e+00 3.105742647999977635e+01
9.111111111109999605e-01 1.444827586209999959e+00 3.149285856000005879e+01
9.111111111109999605e-01 1.472413793100000090e+00 3.201714992000006532e+01
9.111111111109999605e-01 1.500000000000000000e+00 3.260270170000012513e+01
9.666666666669999630e-01 6.999999999999999556e-01 7.904843067000001611e+01
9.666666666669999630e-01 7.275862068970000429e-01 7.125553407000006700e+01
9.666666666669999630e-01 7.551724137930000413e-01 6.214723834000005809e+01
9.666666666669999630e-01 7.827586206900000176e-01 5.286725592999982837e+01
9.666666666669999630e-01 8.103448275860000161e-01 4.398049542999979167e+01
9.666666666669999630e-01 8.379310344829999924e-01 3.575179355000000214e+01
9.666666666669999630e-01 8.655172413789999908e-01 2.850133452000000034e+01
9.666666666669999630e-01 8.931034482759999671e-01 2.267985687999998845e+01
9.666666666669999630e-01 9.206896551719999655e-01 1.864433237999992343e+01
9.666666666669999630e-01 9.482758620690000528e-01 1.642663614999992205e+01
9.666666666669999630e-01 9.758620689660000291e-01 1.572655213000007279e+01
9.666666666669999630e-01 1.003448275860000072e+00 1.607907691999980671e+01
9.666666666669999630e-01 1.031034482759999982e+00 1.703559726000003138e+01
9.666666666669999630e-01 1.058620689659999892e+00 1.824601866000011796e+01
9.666666666669999630e-01 1.086206896550000023e+00 1.946061174999977084e+01
9.666666666669999630e-01 1.113793103449999933e+00 2.051978677999977663e+01
9.666666666669999630e-01 1.141379310340000064e+00 2.134448858999985532e+01
9.666666666669999630e-01 1.168965517239999974e+00 2.192437166999980036e+01
9.666666666669999630e-01 1.196551724140000106e+00 2.230231819999971776e+01
9.666666666669999630e-01 1.224137931030000015e+00 2.255347434999976031e+01
9.666666666669999630e-01 1.251724137929999925e+00 2.276326500000004671e+01
9.666666666669999630e-01 1.279310344830000057e+00 2.300483337000014217e+01
9.666666666669999630e-01 1.306896551719999966e+00 2.332924741999977414e+01
9.666666666669999630e-01 1.334482758620000098e+00 2.376175607999994099e+01
9.666666666669999630e-01 1.362068965520000008e+00 2.430945870000005016e+01
9.666666666669999630e-01 1.389655172409999917e+00 2.496653388999993695e+01
9.666666666669999630e-01 1.417241379310000049e+00 2.572188873000004605e+01
9.666666666669999630e-01 1.444827586209999959e+00 2.656042380999997476e+01
9.666666666669999630e-01 1.472413793100000090e+00 2.746367998000005173e+01
9.666666666669999630e-01 1.500000000000000000e+00 2.841027282999993986e+01
1.022222222219999921e+00 6.999999999999999556e-01 6.057791366999981619e+01
1.022222222219999921e+00 7.275862068970000429e-01 5.181531794000011359e+01
1.022222222219999921e+00 7.551724137930000413e-01 4.215640716000007160e+01
1.022222222219999921e+00 7.827586206900000176e-01 3.278168972999992548e+01
1.022222222219999921e+00 8.103448275860000161e-01 2.423743617999980415e+01
1.022222222219999921e+00 8.379310344829999924e-01 1.675992016999998668e+01
