#  i    theta(i)'        xi_p/m(i)  (p=1, m=2)  itomo   jtomo
   1	7.86130e-01	 2.00800e-05	1	1	1
   2	1.59960e+00	 8.19870e-05	1	1	1
   3	3.25350e+00	 4.86810e-05	1	1	1
   4	6.62300e+00	 1.16850e-05	1	1	1
   5	1.34930e+01	-4.78150e-06	1	1	1
   6	2.73850e+01	-9.75190e-06	1	1	1
   7	5.55410e+01	-2.03550e-06	1	1	1
   8	6.62300e+00	 5.35020e-06	2	1	1
   9	1.34930e+01	-1.83280e-07	2	1	1
  10	2.73850e+01	-2.80280e-06	2	1	1
  11	5.55410e+01	 6.53260e-07	2	1	1
  12	1.12610e+02	-7.02860e-07	2	1	1
  13	2.23720e+02	 2.67300e-07	2	1	1
  14	7.86130e-01	 4.13060e-05	1	1	2
  15	1.59960e+00	 1.70690e-05	1	1	2
  16	3.25350e+00	 1.53040e-05	1	1	2
  17	6.62300e+00	 6.72630e-06	1	1	2
  18	1.34930e+01	 6.96030e-06	1	1	2
  19	2.73850e+01	 1.78020e-06	1	1	2
  20	5.55410e+01	 2.17080e-06	1	1	2
  21	6.62300e+00	 1.06930e-05	2	1	2
  22	1.34930e+01	 2.83030e-06	2	1	2
  23	2.73850e+01	-3.51840e-07	2	1	2
  24	5.55410e+01	 7.01320e-07	2	1	2
  25	1.12610e+02	-1.73210e-08	2	1	2
  26	2.23720e+02	 1.79530e-08	2	1	2
  27	7.86130e-01	 1.76060e-05	1	1	3
  28	1.59960e+00	 7.98650e-06	1	1	3
  29	3.25350e+00	 1.87040e-05	1	1	3
  30	6.62300e+00	 5.70610e-06	1	1	3
  31	1.34930e+01	 8.85890e-07	1	1	3
  32	2.73850e+01	 1.05400e-07	1	1	3
  33	5.55410e+01	 7.18180e-07	1	1	3
  34	6.62300e+00	-7.32210e-06	2	1	3
  35	1.34930e+01	 1.55920e-06	2	1	3
  36	2.73850e+01	-1.94850e-06	2	1	3
  37	5.55410e+01	-4.65990e-07	2	1	3
  38	1.12610e+02	 9.04140e-07	2	1	3
  39	2.23720e+02	-2.31420e-07	2	1	3
  40	7.86130e-01	 1.05830e-04	1	1	4
  41	1.59960e+00	 3.10120e-05	1	1	4
  42	3.25350e+00	 4.71700e-06	1	1	4
  43	6.62300e+00	 4.18310e-06	1	1	4
  44	1.34930e+01	 4.40980e-06	1	1	4
  45	2.73850e+01	-1.13430e-06	1	1	4
  46	5.55410e+01	 2.53300e-07	1	1	4
  47	6.62300e+00	 1.25230e-05	2	1	4
  48	1.34930e+01	 1.35560e-06	2	1	4
  49	2.73850e+01	-4.28790e-07	2	1	4
  50	5.55410e+01	-1.10110e-06	2	1	4
  51	1.12610e+02	 6.99070e-07	2	1	4
  52	2.23720e+02	 7.88120e-07	2	1	4
  53	7.86130e-01	 7.77790e-05	1	1	5
  54	1.59960e+00	 4.20520e-05	1	1	5
  55	3.25350e+00	 8.16040e-06	1	1	5
  56	6.62300e+00	 5.25690e-06	1	1	5
  57	1.34930e+01	-1.50100e-06	1	1	5
  58	2.73850e+01	 3.18910e-06	1	1	5
  59	5.55410e+01	-6.49250e-07	1	1	5
  60	6.62300e+00	 1.10720e-05	2	1	5
  61	1.34930e+01	 4.70430e-06	2	1	5
  62	2.73850e+01	-1.22950e-06	2	1	5
  63	5.55410e+01	-9.16090e-07	2	1	5
  64	1.12610e+02	-2.71470e-07	2	1	5
  65	2.23720e+02	 3.70560e-07	2	1	5
  66	7.86130e-01	 9.16870e-05	1	2	2
  67	1.59960e+00	 5.29290e-05	1	2	2
  68	3.25350e+00	 3.98890e-05	1	2	2
  69	6.62300e+00	 1.26520e-05	1	2	2
  70	1.34930e+01	 3.29070e-06	1	2	2
  71	2.73850e+01	 7.63250e-06	1	2	2
  72	5.55410e+01	 1.79850e-06	1	2	2
  73	6.62300e+00	-6.26330e-07	2	2	2
  74	1.34930e+01	 6.35800e-06	2	2	2
  75	2.73850e+01	-1.53580e-06	2	2	2
  76	5.55410e+01	 1.21970e-06	2	2	2
  77	1.12610e+02	 8.45270e-07	2	2	2
  78	2.23720e+02	-4.26880e-07	2	2	2
  79	7.86130e-01	 5.00910e-05	1	2	3
  80	1.59960e+00	 4.14860e-05	1	2	3
  81	3.25350e+00	 1.34540e-05	1	2	3
  82	6.62300e+00	 1.26890e-05	1	2	3
  83	1.34930e+01	 6.51890e-06	1	2	3
  84	2.73850e+01	 2.43090e-06	1	2	3
  85	5.55410e+01	 1.67380e-06	1	2	3
  86	6.62300e+00	-6.81540e-07	2	2	3
  87	1.34930e+01	 3.96480e-06	2	2	3
  88	2.73850e+01	 2.75650e-06	2	2	3
  89	5.55410e+01	 8.93120e-07	2	2	3
  90	1.12610e+02	 3.95240e-07	2	2	3
  91	2.23720e+02	-2.74030e-08	2	2	3
  92	7.86130e-01	 1.70000e-05	1	2	4
  93	1.59960e+00	 7.33400e-05	1	2	4
  94	3.25350e+00	 1.57070e-05	1	2	4
  95	6.62300e+00	 1.17150e-05	1	2	4
  96	1.34930e+01	 4.63950e-07	1	2	4
  97	2.73850e+01	 1.97620e-06	1	2	4
  98	5.55410e+01	 1.68270e-06	1	2	4
  99	6.62300e+00	-2.00510e-06	2	2	4
 100	1.34930e+01	 6.01910e-07	2	2	4
 101	2.73850e+01	 7.65760e-07	2	2	4
 102	5.55410e+01	 2.89500e-06	2	2	4
 103	1.12610e+02	 1.02070e-06	2	2	4
 104	2.23720e+02	 6.23510e-07	2	2	4
 105	7.86130e-01	-8.15260e-06	1	2	5
 106	1.59960e+00	 1.84180e-05	1	2	5
 107	3.25350e+00	 7.28310e-06	1	2	5
 108	6.62300e+00	 2.14190e-05	1	2	5
 109	1.34930e+01	 6.16340e-06	1	2	5
 110	2.73850e+01	 3.55560e-06	1	2	5
 111	5.55410e+01	 8.58280e-07	1	2	5
 112	6.62300e+00	 1.92500e-06	2	2	5
 113	1.34930e+01	 2.30020e-06	2	2	5
 114	2.73850e+01	 4.23050e-06	2	2	5
 115	5.55410e+01	 1.22460e-06	2	2	5
 116	1.12610e+02	 7.19070e-07	2	2	5
 117	2.23720e+02	 6.67830e-07	2	2	5
 118	7.86130e-01	-3.86830e-05	1	3	3
 119	1.59960e+00	 4.79030e-05	1	3	3
 120	3.25350e+00	 1.84700e-05	1	3	3
 121	6.62300e+00	 1.75570e-05	1	3	3
 122	1.34930e+01	 3.15330e-06	1	3	3
 123	2.73850e+01	 7.93910e-07	1	3	3
 124	5.55410e+01	 8.37970e-07	1	3	3
 125	6.62300e+00	 2.83000e-06	2	3	3
 126	1.34930e+01	 6.56050e-06	2	3	3
 127	2.73850e+01	-2.16270e-07	2	3	3
 128	5.55410e+01	 2.48960e-06	2	3	3
 129	1.12610e+02	 5.50490e-07	2	3	3
 130	2.23720e+02	 1.81150e-07	2	3	3
 131	7.86130e-01	 5.41460e-05	1	3	4
 132	1.59960e+00	 4.18980e-05	1	3	4
 133	3.25350e+00	 3.40110e-05	1	3	4
 134	6.62300e+00	 1.54840e-05	1	3	4
 135	1.34930e+01	 6.05290e-06	1	3	4
 136	2.73850e+01	 4.43300e-06	1	3	4
 137	5.55410e+01	 1.58660e-06	1	3	4
 138	6.62300e+00	 1.42070e-05	2	3	4
 139	1.34930e+01	 3.97570e-06	2	3	4
 140	2.73850e+01	 2.62760e-06	2	3	4
 141	5.55410e+01	 1.35650e-06	2	3	4
 142	1.12610e+02	 3.06150e-07	2	3	4
 143	2.23720e+02	 5.05790e-07	2	3	4
 144	7.86130e-01	 2.23250e-05	1	3	5
 145	1.59960e+00	 5.79570e-05	1	3	5
 146	3.25350e+00	 4.92320e-05	1	3	5
 147	6.62300e+00	 2.77060e-05	1	3	5
 148	1.34930e+01	 7.85720e-06	1	3	5
 149	2.73850e+01	 6.23180e-06	1	3	5
 150	5.55410e+01	 1.82080e-06	1	3	5
 151	6.62300e+00	 1.12650e-05	2	3	5
 152	1.34930e+01	 4.37140e-06	2	3	5
 153	2.73850e+01	 1.47060e-06	2	3	5
 154	5.55410e+01	 2.45670e-06	2	3	5
 155	1.12610e+02	 1.24180e-06	2	3	5
 156	2.23720e+02	 3.79520e-07	2	3	5
 157	7.86130e-01	 1.03570e-04	1	4	4
 158	1.59960e+00	 9.87320e-05	1	4	4
 159	3.25350e+00	 4.69160e-05	1	4	4
 160	6.62300e+00	 1.96040e-05	1	4	4
 161	1.34930e+01	 1.13610e-05	1	4	4
 162	2.73850e+01	 6.31850e-07	1	4	4
 163	5.55410e+01	 2.72290e-06	1	4	4
 164	6.62300e+00	 3.25900e-06	2	4	4
 165	1.34930e+01	 1.27380e-05	2	4	4
 166	2.73850e+01	 4.94830e-06	2	4	4
 167	5.55410e+01	 4.06020e-06	2	4	4
 168	1.12610e+02	 6.45630e-07	2	4	4
 169	2.23720e+02	 9.27340e-07	2	4	4
 170	7.86130e-01	 1.87070e-04	1	4	5
 171	1.59960e+00	 6.98940e-05	1	4	5
 172	3.25350e+00	 6.00310e-05	1	4	5
 173	6.62300e+00	 2.75870e-05	1	4	5
 174	1.34930e+01	 1.45300e-05	1	4	5
 175	2.73850e+01	 7.37830e-06	1	4	5
 176	5.55410e+01	 4.15150e-06	1	4	5
 177	6.62300e+00	 1.37090e-05	2	4	5
 178	1.34930e+01	 5.80410e-06	2	4	5
 179	2.73850e+01	 4.39740e-06	2	4	5
 180	5.55410e+01	 3.37670e-06	2	4	5
 181	1.12610e+02	 2.22190e-06	2	4	5
 182	2.23720e+02	 1.01270e-06	2	4	5
 183	7.86130e-01	 1.63010e-04	1	5	5
 184	1.59960e+00	 8.57200e-05	1	5	5
 185	3.25350e+00	 8.08550e-05	1	5	5
 186	6.62300e+00	 3.04880e-05	1	5	5
 187	1.34930e+01	 1.78040e-05	1	5	5
 188	2.73850e+01	 9.90700e-06	1	5	5
 189	5.55410e+01	 4.78550e-06	1	5	5
 190	6.62300e+00	 1.83240e-05	2	5	5
 191	1.34930e+01	 1.26660e-05	2	5	5
 192	2.73850e+01	 9.35950e-06	2	5	5
 193	5.55410e+01	 4.76450e-06	2	5	5
 194	1.12610e+02	 2.87950e-06	2	5	5
 195	2.23720e+02	 1.21550e-06	2	5	5
